trip_id,driver_id,city_id,pickup_area,dropoff_area,pickup_time,dropoff_time,distance_km,base_fare,surge_multiplier,final_fare,payment_method,trip_status,passenger_rating
822,40,8,IT Park,Hotel,2024-11-25 05:50:00,2024-11-25 06:32:00,12.15,213.47,1.0,213.47,Card,Cancelled,
823,37,1,College,Railway Station,2024-07-23 19:14:00,2024-07-23 20:59:00,18.39,270.3,2.0,540.6,Cash,Cancelled,
824,12,4,College,Suburb,2024-02-25 21:59:00,2024-02-25 23:08:00,18.77,271.51,1.0,271.51,Wallet,Completed,5
825,8,6,Market,Hotel,2024-05-22 13:34:00,2024-05-22 14:21:00,8.27,122.06,1.0,122.06,Cash,Completed,3
826,24,8,IT Park,City Mall,2024-08-08 22:13:00,2024-08-08 22:39:00,3.85,69.09,1.0,69.09,Cash,Completed,4
827,10,8,City Mall,Airport,2024-02-05 09:05:00,2024-02-05 10:22:00,14.48,241.78,1.0,241.78,Cash,Completed,4
828,28,6,City Mall,Hotel,2024-06-24 22:19:00,2024-06-24 23:02:00,8.66,119.46,1.0,119.46,Wallet,Completed,5
829,45,5,Hospital,Airport,2024-10-19 12:00:00,2024-10-19 14:23:00,25.9,470.09,2.38,1118.81,Card,Completed,5
830,30,1,City Mall,College,2024-03-16 14:20:00,2024-03-16 14:54:00,6.44,120.81,1.0,120.81,Card,Completed,4
831,7,2,Market,Airport,2024-01-19 08:12:00,2024-01-19 09:45:00,19.78,303.99,1.87,568.46,Wallet,No-show,
832,24,8,Hotel,Hotel,2024-01-09 10:19:00,2024-01-09 12:37:00,23.34,418.77,1.0,418.77,Wallet,Completed,4
833,23,3,Market,City Mall,2024-10-04 13:48:00,2024-10-04 15:10:00,16.11,296.6,1.0,296.6,Card,Completed,5
834,28,6,Railway Station,Railway Station,2024-07-14 09:42:00,2024-07-14 13:13:00,31.45,456.02,2.23,1016.92,Cash,Cancelled,
835,42,3,Market,Airport,2024-01-09 17:26:00,2024-01-09 17:58:00,6.01,102.17,1.0,102.17,Wallet,Completed,5
836,27,7,Hotel,Hotel,2024-04-18 08:29:00,2024-04-18 11:23:00,25.49,303.74,1.0,303.74,Cash,Completed,4
837,24,8,Hotel,Suburb,2024-04-24 15:17:00,2024-04-24 19:32:00,39.76,521.49,1.0,521.49,Cash,Cancelled,
838,27,7,Hospital,City Mall,2024-01-17 01:09:00,2024-01-17 04:19:00,35.89,636.19,1.0,636.19,Card,Completed,4
839,28,6,Market,Hotel,2024-05-03 16:25:00,2024-05-03 17:28:00,9.88,159.62,1.0,159.62,Card,Cancelled,
840,41,1,City Mall,Bus Stand,2024-07-18 22:11:00,2024-07-18 23:28:00,19.04,257.9,1.0,257.9,Cash,Completed,5
841,41,1,Railway Station,Airport,2024-10-22 18:53:00,2024-10-22 21:13:00,34.65,635.25,1.0,635.25,Wallet,Completed,3
842,1,2,City Mall,College,2024-11-17 18:09:00,2024-11-17 18:19:00,2.71,45.15,1.0,45.15,Wallet,Completed,5
843,12,4,Airport,IT Park,2024-05-02 17:14:00,2024-05-02 18:44:00,14.42,220.39,2.47,544.36,Cash,Cancelled,
844,10,8,City Mall,Railway Station,2024-11-17 02:37:00,2024-11-17 05:11:00,39.21,466.11,1.0,466.11,Cash,Completed,4
845,32,8,Hotel,Hotel,2024-07-04 20:13:00,2024-07-04 22:19:00,18.5,276.17,1.41,389.4,Wallet,Completed,5
846,41,1,Railway Station,Hospital,2024-08-18 19:11:00,2024-08-18 20:33:00,14.5,264.32,1.0,264.32,Wallet,Cancelled,
847,31,8,Bus Stand,Bus Stand,2024-11-10 16:00:00,2024-11-10 16:35:00,8.39,142.07,1.0,142.07,Card,Completed,3
848,14,7,Railway Station,Hospital,2024-07-05 07:13:00,2024-07-05 07:23:00,2.78,33.66,2.34,78.76,Card,Completed,3
849,42,3,Suburb,IT Park,2024-05-30 14:51:00,2024-05-30 16:44:00,23.07,348.39,1.0,348.39,Wallet,Completed,3
850,7,2,Hotel,Market,2024-10-25 18:37:00,2024-10-25 19:55:00,15.05,261.16,1.0,261.16,Wallet,Cancelled,
851,21,1,Airport,Bus Stand,2024-11-14 07:24:00,2024-11-14 09:19:00,20.18,313.54,1.0,313.54,Wallet,Completed,3
852,38,4,Hotel,City Mall,2024-07-28 09:52:00,2024-07-28 13:06:00,39.66,737.8,1.0,737.8,Wallet,Completed,4
853,16,5,Market,Hospital,2024-02-07 08:23:00,2024-02-07 09:25:00,17.68,304.73,1.78,542.42,Card,Completed,4
854,36,2,Railway Station,Market,2024-02-03 12:38:00,2024-02-03 13:42:00,10.73,136.7,1.0,136.7,Wallet,Cancelled,
855,44,1,Railway Station,College,2024-08-10 10:20:00,2024-08-10 10:57:00,10.12,115.34,1.0,115.34,Card,Completed,3
856,39,5,College,IT Park,2024-06-16 16:15:00,2024-06-16 19:07:00,26.57,352.86,1.0,352.86,Card,No-show,
857,26,3,IT Park,Hospital,2024-01-19 20:58:00,2024-01-19 23:34:00,24.45,334.94,2.0,669.88,Wallet,Completed,4
858,26,3,Hospital,Market,2024-02-10 16:20:00,2024-02-10 18:20:00,22.98,261.43,2.78,726.78,Cash,Completed,3
859,2,2,City Mall,Railway Station,2024-04-24 04:00:00,2024-04-24 04:49:00,7.53,142.68,1.0,142.68,Card,Completed,3
860,47,2,Railway Station,Airport,2024-07-07 19:34:00,2024-07-07 22:50:00,44.55,822.97,1.0,822.97,Wallet,Cancelled,
861,5,3,Market,College,2024-05-15 10:39:00,2024-05-15 14:12:00,35.94,504.47,1.0,504.47,Cash,Cancelled,
862,9,5,Bus Stand,Suburb,2024-06-12 19:48:00,2024-06-12 22:22:00,26.91,479.03,1.0,479.03,Card,Completed,5
863,31,8,Railway Station,Hospital,2024-12-04 14:17:00,2024-12-04 15:23:00,15.5,261.13,1.0,261.13,Card,Completed,4
864,16,5,College,Hotel,2024-12-03 17:54:00,2024-12-03 18:32:00,10.46,121.59,1.0,121.59,Card,Completed,3
865,32,8,IT Park,College,2024-02-23 11:52:00,2024-02-23 14:48:00,27.19,413.86,1.0,413.86,Card,Cancelled,
866,33,7,Suburb,Railway Station,2024-02-24 21:14:00,2024-02-25 01:08:00,41.38,582.82,1.0,582.82,Wallet,Completed,4
867,28,6,College,City Mall,2024-03-25 17:55:00,2024-03-25 19:38:00,26.61,314.44,1.0,314.44,Wallet,Completed,3
868,2,2,Bus Stand,Hotel,2024-08-31 17:28:00,2024-08-31 18:47:00,16.81,200.82,1.0,200.82,Card,Completed,4
869,22,2,City Mall,Market,2024-01-28 13:23:00,2024-01-28 13:51:00,5.75,93.09,1.0,93.09,Wallet,Completed,4
870,34,2,Airport,Airport,2024-11-07 14:27:00,2024-11-07 14:54:00,6.25,71.24,1.0,71.24,Card,Completed,3
871,18,3,Railway Station,Suburb,2024-05-02 06:06:00,2024-05-02 07:26:00,13.48,243.46,1.0,243.46,Wallet,Completed,4
872,32,8,Market,College,2024-04-15 08:13:00,2024-04-15 09:53:00,16.62,221.11,1.0,221.11,Wallet,Completed,5
873,45,5,Hotel,Hospital,2024-05-02 08:43:00,2024-05-02 09:01:00,4.52,56.49,1.0,56.49,Cash,Completed,4
874,12,4,Suburb,College,2024-05-15 20:10:00,2024-05-15 23:44:00,31.05,553.46,1.0,553.46,Cash,Completed,4
875,3,1,Railway Station,IT Park,2024-01-09 16:18:00,2024-01-09 18:52:00,37.84,575.25,1.0,575.25,Wallet,Completed,3
876,29,6,Hospital,Bus Stand,2024-09-08 18:34:00,2024-09-08 19:19:00,12.69,188.98,1.0,188.98,Card,Completed,5
877,31,8,Hospital,College,2024-02-27 09:33:00,2024-02-27 13:08:00,33.18,370.48,1.0,370.48,Cash,Completed,3
878,16,5,Bus Stand,College,2024-10-22 18:27:00,2024-10-22 20:05:00,17.13,290.44,2.73,792.9,Card,No-show,
879,12,4,Market,Bus Stand,2024-05-15 20:22:00,2024-05-16 01:02:00,40.13,566.97,1.0,566.97,Wallet,Completed,3
880,40,8,City Mall,College,2024-03-03 13:29:00,2024-03-03 15:01:00,26.15,453.45,1.47,666.57,Card,Cancelled,
881,34,2,Railway Station,Airport,2024-05-28 17:42:00,2024-05-28 18:25:00,8.57,127.65,1.74,222.11,Wallet,Completed,5
882,20,5,Bus Stand,Bus Stand,2024-01-03 13:42:00,2024-01-03 16:12:00,37.78,430.66,1.0,430.66,Card,Cancelled,
883,6,6,Hotel,Hotel,2024-05-18 07:46:00,2024-05-18 08:37:00,10.06,157.76,1.63,257.15,Wallet,Completed,5
884,7,2,City Mall,Suburb,2024-05-13 21:38:00,2024-05-13 23:06:00,15.02,232.98,1.0,232.98,Wallet,Completed,5
885,9,5,Hotel,Hotel,2024-08-01 16:19:00,2024-08-01 17:58:00,14.77,197.6,1.0,197.6,Cash,Completed,3
886,9,5,Hotel,Hotel,2024-09-26 13:20:00,2024-09-26 15:11:00,23.42,385.99,1.0,385.99,Wallet,Completed,4
887,2,2,Hospital,City Mall,2024-10-13 02:49:00,2024-10-13 04:19:00,19.81,337.7,1.0,337.7,Card,Completed,5
888,35,4,Bus Stand,College,2024-10-16 20:03:00,2024-10-16 22:03:00,34.36,485.89,1.0,485.89,Cash,Cancelled,
889,6,6,Railway Station,Market,2024-01-29 09:41:00,2024-01-29 10:14:00,6.16,97.05,1.0,97.05,Card,Completed,3
890,48,2,IT Park,IT Park,2024-01-28 17:33:00,2024-01-28 18:06:00,7.77,131.49,1.0,131.49,Cash,Completed,3
891,32,8,College,Airport,2024-11-15 17:07:00,2024-11-15 17:30:00,4.42,54.03,1.0,54.03,Card,Completed,3
892,29,6,IT Park,Market,2024-07-19 05:07:00,2024-07-19 06:07:00,14.55,216.35,1.0,216.35,Wallet,Completed,5
893,43,2,Bus Stand,Suburb,2024-11-11 07:09:00,2024-11-11 09:58:00,29.17,364.0,1.0,364.0,Wallet,Completed,5
894,31,8,College,Hotel,2024-05-28 09:06:00,2024-05-28 12:36:00,43.22,645.87,1.0,645.87,Wallet,Completed,3
895,10,8,Hospital,City Mall,2024-01-15 09:07:00,2024-01-15 11:59:00,26.04,288.74,2.27,655.44,Wallet,Completed,3
896,47,2,Bus Stand,Railway Station,2024-08-22 09:10:00,2024-08-22 10:30:00,17.06,304.46,1.0,304.46,Card,Completed,4
897,42,3,IT Park,Hotel,2024-03-18 11:46:00,2024-03-18 14:35:00,26.0,381.57,1.0,381.57,Cash,Completed,5
898,42,3,Bus Stand,IT Park,2024-09-04 12:30:00,2024-09-04 15:16:00,27.85,346.54,1.0,346.54,Card,Completed,5
899,45,5,City Mall,Suburb,2024-06-14 16:37:00,2024-06-14 17:58:00,16.64,265.24,1.0,265.24,Cash,Completed,5
900,43,2,Railway Station,City Mall,2024-02-24 14:43:00,2024-02-24 17:03:00,22.22,379.5,1.0,379.5,Wallet,Completed,3
901,49,5,Market,Airport,2024-08-03 21:03:00,2024-08-03 22:48:00,28.12,335.07,1.0,335.07,Card,Cancelled,
902,21,1,IT Park,Suburb,2024-02-25 17:24:00,2024-02-25 17:54:00,7.29,117.36,1.0,117.36,Card,Completed,5
903,48,2,Airport,City Mall,2024-03-23 13:33:00,2024-03-23 17:02:00,36.68,459.91,1.0,459.91,Cash,Completed,3
904,24,8,Suburb,Suburb,2024-07-27 16:55:00,2024-07-27 17:25:00,4.63,57.79,1.0,57.79,Card,Completed,4
905,31,8,Hotel,Railway Station,2024-09-13 11:39:00,2024-09-13 15:55:00,40.64,724.5,1.0,724.5,Card,Completed,5
906,6,6,IT Park,IT Park,2024-03-06 18:19:00,2024-03-06 18:40:00,5.89,88.29,2.11,186.29,Wallet,Cancelled,
907,46,5,Market,Bus Stand,2024-07-02 06:55:00,2024-07-02 07:39:00,8.37,111.36,1.0,111.36,Wallet,Completed,5
908,26,3,Airport,Airport,2024-11-12 05:44:00,2024-11-12 10:17:00,40.29,631.03,1.0,631.03,Wallet,No-show,
909,27,7,Airport,Suburb,2024-05-13 08:56:00,2024-05-13 12:27:00,34.77,421.21,1.0,421.21,Wallet,Cancelled,
910,5,3,Bus Stand,College,2024-10-15 20:44:00,2024-10-15 23:51:00,37.82,660.33,1.41,931.07,Card,Completed,3
911,18,3,Suburb,Airport,2024-01-22 07:31:00,2024-01-22 09:18:00,23.58,382.06,1.0,382.06,Cash,Cancelled,
912,2,2,Hotel,City Mall,2024-04-10 15:55:00,2024-04-10 16:59:00,18.0,296.44,1.0,296.44,Wallet,Completed,4
913,45,5,Hospital,Hotel,2024-08-06 16:07:00,2024-08-06 18:29:00,20.55,373.54,1.0,373.54,Cash,Completed,3
914,16,5,Suburb,Airport,2024-04-28 07:00:00,2024-04-28 08:11:00,11.38,193.23,1.0,193.23,Cash,Completed,3
915,4,5,City Mall,Market,2024-03-05 13:18:00,2024-03-05 13:37:00,3.4,46.91,1.0,46.91,Wallet,Completed,4
916,31,8,Suburb,College,2024-12-02 07:04:00,2024-12-02 07:34:00,4.82,89.2,2.36,210.51,Wallet,Cancelled,
917,24,8,Market,College,2024-10-09 09:41:00,2024-10-09 10:27:00,12.12,219.9,2.11,463.99,Wallet,Completed,4
918,6,6,Airport,Suburb,2024-04-14 20:53:00,2024-04-14 23:59:00,43.95,564.51,1.0,564.51,Wallet,Completed,3
919,42,3,Airport,IT Park,2024-08-20 22:01:00,2024-08-20 23:44:00,23.2,261.47,1.0,261.47,Card,Completed,3
920,25,2,Bus Stand,Airport,2024-09-10 01:24:00,2024-09-10 02:40:00,18.23,207.01,1.0,207.01,Wallet,Completed,4
921,3,1,Market,Suburb,2024-10-04 18:59:00,2024-10-04 19:16:00,2.63,41.74,1.0,41.74,Cash,Cancelled,
922,22,2,Bus Stand,Hotel,2024-11-14 13:27:00,2024-11-14 17:04:00,35.54,654.95,1.0,654.95,Wallet,Cancelled,
923,35,4,City Mall,Airport,2024-08-25 13:46:00,2024-08-25 16:26:00,26.22,397.27,1.87,742.89,Wallet,Cancelled,
924,44,1,Hospital,IT Park,2024-05-20 06:15:00,2024-05-20 09:27:00,35.05,468.5,1.0,468.5,Wallet,Completed,4
925,42,3,Airport,College,2024-11-07 01:19:00,2024-11-07 03:15:00,26.23,355.89,1.0,355.89,Cash,Completed,4
926,30,1,IT Park,Market,2024-01-19 22:30:00,2024-01-20 00:54:00,29.24,451.84,1.0,451.84,Card,Completed,3
927,21,1,City Mall,City Mall,2024-02-02 13:16:00,2024-02-02 17:03:00,34.82,459.94,1.0,459.94,Card,Completed,5
928,42,3,Suburb,Airport,2024-01-26 08:41:00,2024-01-26 08:58:00,3.17,52.23,1.0,52.23,Wallet,Completed,5
929,17,3,Bus Stand,Railway Station,2024-01-09 17:54:00,2024-01-09 20:23:00,38.45,589.19,1.65,972.16,Card,Completed,3
930,14,7,Market,Hospital,2024-06-15 16:53:00,2024-06-15 20:57:00,37.29,534.28,1.0,534.28,Wallet,Completed,4
931,27,7,Market,Airport,2024-11-29 11:18:00,2024-11-29 13:02:00,28.55,350.67,1.0,350.67,Cash,Cancelled,
932,39,5,Hotel,Market,2024-04-18 19:32:00,2024-04-18 22:47:00,32.64,552.8,1.0,552.8,Cash,Cancelled,
933,43,2,Bus Stand,Hotel,2024-03-17 12:41:00,2024-03-17 13:02:00,4.91,57.05,1.0,57.05,Card,Completed,5
934,47,2,Market,IT Park,2024-03-03 19:33:00,2024-03-03 22:45:00,36.22,574.33,1.0,574.33,Card,Completed,3
935,22,2,Hospital,Railway Station,2024-05-04 19:23:00,2024-05-04 20:31:00,11.54,156.0,1.0,156.0,Wallet,Completed,4
936,36,2,Bus Stand,Suburb,2024-09-15 06:23:00,2024-09-15 08:51:00,29.92,473.99,1.0,473.99,Wallet,Completed,3
937,44,1,Market,College,2024-10-26 17:38:00,2024-10-26 18:41:00,12.82,170.44,1.42,242.02,Card,No-show,
938,12,4,City Mall,Airport,2024-08-20 01:07:00,2024-08-20 03:05:00,19.71,337.52,1.0,337.52,Wallet,Completed,3
939,2,2,Bus Stand,Suburb,2024-12-19 08:04:00,2024-12-19 08:52:00,7.26,130.21,1.0,130.21,Wallet,Completed,4
940,8,6,College,Hotel,2024-06-21 20:57:00,2024-06-21 21:57:00,16.14,256.14,2.38,609.61,Wallet,Cancelled,
941,48,2,Bus Stand,Railway Station,2024-08-11 09:30:00,2024-08-11 12:27:00,31.95,538.92,1.0,538.92,Card,Cancelled,
942,1,2,IT Park,Railway Station,2024-10-30 16:43:00,2024-10-30 19:12:00,29.75,417.54,1.0,417.54,Card,Completed,5
943,20,5,IT Park,Hospital,2024-09-09 11:36:00,2024-09-09 13:42:00,24.02,365.14,1.0,365.14,Wallet,Cancelled,
944,21,1,IT Park,Market,2024-04-01 22:02:00,2024-04-02 02:18:00,36.91,622.93,1.0,622.93,Card,Completed,5
945,21,1,IT Park,IT Park,2024-02-20 11:10:00,2024-02-20 11:43:00,6.66,87.85,1.0,87.85,Card,Cancelled,
946,49,5,Airport,Bus Stand,2024-02-24 21:42:00,2024-02-24 22:53:00,13.62,160.28,1.0,160.28,Card,Completed,5
947,13,4,College,Bus Stand,2024-01-04 14:52:00,2024-01-04 15:09:00,2.62,33.08,1.0,33.08,Card,Completed,5
948,30,1,Railway Station,City Mall,2024-05-31 21:45:00,2024-06-01 00:27:00,32.23,572.34,1.0,572.34,Wallet,Completed,4
949,47,2,Bus Stand,Railway Station,2024-12-08 07:22:00,2024-12-08 09:49:00,36.46,618.15,1.41,871.59,Wallet,Completed,4
950,3,1,Airport,Airport,2024-08-09 07:45:00,2024-08-09 11:14:00,36.05,488.12,1.0,488.12,Card,Cancelled,
951,9,5,Railway Station,Bus Stand,2024-10-27 12:14:00,2024-10-27 15:20:00,30.79,404.04,2.52,1018.18,Card,Completed,3
952,1,2,Hospital,College,2024-08-10 06:35:00,2024-08-10 09:13:00,28.09,468.54,2.33,1091.7,Card,Completed,3
953,43,2,Bus Stand,College,2024-04-02 20:53:00,2024-04-02 22:05:00,11.59,154.57,1.0,154.57,Wallet,Completed,4
954,7,2,Railway Station,City Mall,2024-04-22 07:56:00,2024-04-22 11:21:00,40.51,693.19,1.0,693.19,Wallet,Completed,4
955,21,1,Market,Hotel,2024-12-04 07:44:00,2024-12-04 09:45:00,18.82,226.3,1.0,226.3,Card,Cancelled,
956,2,2,College,Hotel,2024-05-28 09:13:00,2024-05-28 12:10:00,40.21,694.13,2.46,1707.56,Wallet,Completed,4
957,17,3,Bus Stand,Suburb,2024-01-28 09:46:00,2024-01-28 10:33:00,11.02,177.31,1.97,349.3,Cash,Cancelled,
958,40,8,Hospital,Hospital,2024-11-08 10:38:00,2024-11-08 12:07:00,24.98,464.68,1.0,464.68,Card,Completed,5
959,5,3,Hospital,Hospital,2024-12-01 05:13:00,2024-12-01 07:05:00,17.25,217.13,2.1,455.97,Wallet,Completed,3
960,14,7,Airport,City Mall,2024-10-10 18:00:00,2024-10-10 18:11:00,3.07,34.26,1.0,34.26,Wallet,Completed,4
961,20,5,City Mall,IT Park,2024-01-13 08:49:00,2024-01-13 12:08:00,31.43,354.22,1.0,354.22,Cash,Completed,4
962,5,3,Market,City Mall,2024-02-07 15:45:00,2024-02-07 17:48:00,34.66,496.44,1.0,496.44,Cash,Cancelled,
963,48,2,IT Park,College,2024-10-28 18:12:00,2024-10-28 21:19:00,37.67,673.33,1.0,673.33,Card,Completed,4
964,7,2,Bus Stand,IT Park,2024-05-15 22:36:00,2024-05-16 00:00:00,22.01,293.39,1.0,293.39,Wallet,No-show,
965,19,8,Bus Stand,Railway Station,2024-12-25 15:15:00,2024-12-25 17:04:00,18.13,343.48,1.0,343.48,Wallet,No-show,
966,15,8,Hospital,City Mall,2024-10-22 22:25:00,2024-10-23 01:26:00,35.05,510.91,1.0,510.91,Cash,Completed,4
967,7,2,Suburb,Airport,2024-10-14 08:55:00,2024-10-14 13:28:00,42.48,668.94,1.9,1270.99,Wallet,Completed,5
968,17,3,IT Park,Suburb,2024-07-29 10:21:00,2024-07-29 14:04:00,37.79,426.73,1.0,426.73,Card,Completed,3
969,32,8,Railway Station,Railway Station,2024-10-06 14:41:00,2024-10-06 15:44:00,11.75,172.62,1.0,172.62,Wallet,Completed,5
970,45,5,Airport,Hotel,2024-02-09 12:48:00,2024-02-09 12:56:00,2.09,31.68,1.0,31.68,Wallet,Completed,3
971,11,5,IT Park,Bus Stand,2024-11-16 19:31:00,2024-11-16 19:57:00,7.58,136.39,1.0,136.39,Wallet,Completed,4
972,40,8,Hospital,Bus Stand,2024-07-09 16:10:00,2024-07-09 16:42:00,7.66,116.32,1.0,116.32,Card,Completed,5
973,17,3,City Mall,Bus Stand,2024-08-29 14:59:00,2024-08-29 16:49:00,15.86,269.21,1.0,269.21,Wallet,Cancelled,
974,1,2,Railway Station,Bus Stand,2024-06-11 12:09:00,2024-06-11 13:26:00,21.97,416.25,1.0,416.25,Wallet,Completed,3
975,22,2,Suburb,IT Park,2024-02-18 06:29:00,2024-02-18 09:29:00,27.36,315.58,1.0,315.58,Wallet,Completed,3
976,28,6,Railway Station,Suburb,2024-10-26 18:23:00,2024-10-26 21:09:00,28.67,407.86,2.11,860.58,Wallet,Completed,3
977,12,4,Market,IT Park,2024-05-14 16:08:00,2024-05-14 19:51:00,36.16,567.66,1.0,567.66,Card,Completed,5
978,43,2,Hospital,Railway Station,2024-08-30 08:00:00,2024-08-30 10:22:00,35.58,672.91,2.51,1689.0,Cash,Completed,3
979,9,5,Hotel,College,2024-09-18 19:27:00,2024-09-18 21:25:00,30.42,414.22,1.0,414.22,Wallet,Completed,4
980,20,5,IT Park,City Mall,2024-09-24 10:05:00,2024-09-24 14:38:00,39.92,708.08,1.0,708.08,Wallet,Cancelled,
981,36,2,Airport,Hospital,2024-08-14 14:50:00,2024-08-14 16:12:00,12.4,148.33,1.0,148.33,Wallet,Completed,3
982,50,5,Hotel,Hospital,2024-12-09 11:27:00,2024-12-09 12:42:00,10.8,167.17,1.0,167.17,Card,Cancelled,
983,48,2,Market,IT Park,2024-01-06 08:23:00,2024-01-06 10:19:00,24.38,269.28,1.44,387.76,Cash,Completed,3
984,42,3,College,Market,2024-05-20 17:25:00,2024-05-20 17:48:00,3.41,56.48,2.24,126.52,Wallet,Cancelled,
985,32,8,City Mall,City Mall,2024-03-29 14:55:00,2024-03-29 16:49:00,29.67,455.87,1.0,455.87,Card,Completed,5
986,6,6,Suburb,Market,2024-08-02 19:07:00,2024-08-02 19:28:00,3.94,63.43,1.45,91.97,Cash,No-show,
987,22,2,Hotel,Hotel,2024-12-10 19:20:00,2024-12-10 23:24:00,40.55,500.94,1.0,500.94,Cash,Completed,3
988,5,3,City Mall,Airport,2024-04-08 19:32:00,2024-04-08 20:16:00,7.92,104.01,1.37,142.49,Wallet,Completed,4
989,18,3,Railway Station,Railway Station,2024-10-14 11:21:00,2024-10-14 12:43:00,21.78,385.26,1.0,385.26,Cash,Cancelled,
990,12,4,Suburb,IT Park,2024-02-14 08:37:00,2024-02-14 11:21:00,28.76,320.99,1.32,423.71,Card,Completed,5
991,48,2,Suburb,IT Park,2024-03-08 10:24:00,2024-03-08 12:32:00,32.21,400.18,1.0,400.18,Card,Completed,3
992,12,4,City Mall,Airport,2024-05-31 09:28:00,2024-05-31 10:29:00,13.01,194.1,1.0,194.1,Card,Completed,4
993,25,2,Suburb,Hospital,2024-03-20 15:13:00,2024-03-20 19:30:00,44.73,647.28,1.0,647.28,Card,Completed,4
994,36,2,City Mall,College,2024-05-17 07:49:00,2024-05-17 08:45:00,10.67,136.0,2.68,364.48,Card,Completed,4
995,21,1,City Mall,Hotel,2024-07-09 16:42:00,2024-07-09 19:23:00,27.09,305.33,1.0,305.33,Wallet,Completed,3
996,22,2,College,Market,2024-06-21 17:06:00,2024-06-21 18:05:00,9.64,133.65,2.12,283.34,Card,Completed,5
997,45,5,Airport,Suburb,2024-08-10 18:30:00,2024-08-10 21:26:00,37.78,491.92,1.0,491.92,Card,Completed,4
998,7,2,Bus Stand,Suburb,2024-08-03 13:17:00,2024-08-03 18:06:00,43.0,610.86,2.07,1264.48,Card,Cancelled,
999,49,5,City Mall,College,2024-03-12 07:21:00,2024-03-12 09:44:00,35.8,409.21,2.49,1018.93,Cash,Completed,4
1000,43,2,Bus Stand,Hospital,2024-03-16 08:11:00,2024-03-16 09:06:00,14.61,170.1,1.6,272.16,Cash,Completed,5
1001,31,8,College,Suburb,2024-03-22 11:30:00,2024-03-22 13:17:00,25.42,359.75,1.0,359.75,Cash,Completed,4
1002,25,2,Hotel,Market,2024-03-06 10:59:00,2024-03-06 11:47:00,7.31,125.63,1.0,125.63,Wallet,Cancelled,
1003,35,4,Hospital,Hospital,2024-02-06 11:42:00,2024-02-06 14:06:00,33.71,528.96,1.0,528.96,Wallet,Completed,3
1004,33,7,Suburb,IT Park,2024-01-01 16:48:00,2024-01-01 18:09:00,18.82,218.65,1.0,218.65,Wallet,Completed,3
1005,6,6,City Mall,City Mall,2024-06-22 12:11:00,2024-06-22 14:18:00,20.02,265.86,1.0,265.86,Wallet,Completed,4
1006,44,1,City Mall,Hospital,2024-09-21 19:29:00,2024-09-21 23:00:00,36.57,503.58,1.0,503.58,Card,Completed,3
1007,37,1,IT Park,Hotel,2024-09-16 12:29:00,2024-09-16 12:40:00,2.0,32.46,1.0,32.46,Wallet,Completed,3
1008,48,2,Hospital,Railway Station,2024-11-20 07:51:00,2024-11-20 10:58:00,36.41,531.66,1.0,531.66,Card,Completed,5
1009,28,6,College,Hotel,2024-09-29 18:55:00,2024-09-29 21:46:00,30.85,376.47,2.7,1016.47,Cash,Completed,5
1010,30,1,Hotel,Hospital,2024-05-24 04:55:00,2024-05-24 07:25:00,22.8,317.76,1.0,317.76,Wallet,Completed,4
1011,50,5,Hospital,Airport,2024-01-13 15:11:00,2024-01-13 16:15:00,14.26,204.44,1.0,204.44,Card,Completed,3
1012,48,2,Market,Suburb,2024-07-21 09:05:00,2024-07-21 11:49:00,24.77,297.45,2.04,606.8,Card,Completed,4
1013,37,1,Hotel,Bus Stand,2024-08-22 04:20:00,2024-08-22 06:22:00,17.72,215.72,1.0,215.72,Cash,Completed,3
1014,22,2,Hotel,Railway Station,2024-11-22 18:27:00,2024-11-22 20:21:00,18.93,236.08,1.0,236.08,Card,Completed,3
1015,37,1,Hospital,Market,2024-05-13 23:39:00,2024-05-14 01:22:00,23.86,425.52,1.0,425.52,Wallet,Cancelled,
1016,14,7,IT Park,IT Park,2024-08-11 09:44:00,2024-08-11 13:02:00,35.36,467.28,1.0,467.28,Cash,Cancelled,
1017,27,7,Hospital,Railway Station,2024-04-16 01:26:00,2024-04-16 04:00:00,30.09,397.13,1.0,397.13,Card,Cancelled,
1018,15,8,Market,Hospital,2024-01-10 17:14:00,2024-01-10 17:41:00,4.27,56.8,1.0,56.8,Card,Completed,5
1019,25,2,College,Suburb,2024-08-31 21:00:00,2024-08-31 22:06:00,16.42,222.61,1.0,222.61,Card,Cancelled,
1020,45,5,Railway Station,Suburb,2024-03-28 17:16:00,2024-03-28 18:27:00,19.03,309.91,1.0,309.91,Card,Completed,4
1021,24,8,Airport,IT Park,2024-06-04 09:20:00,2024-06-04 11:20:00,21.14,311.58,2.18,679.24,Card,Completed,4
1022,48,2,Suburb,Railway Station,2024-09-08 23:24:00,2024-09-09 03:53:00,41.57,501.07,1.0,501.07,Card,Completed,3
1023,19,8,Hotel,Market,2024-04-01 19:49:00,2024-04-01 22:43:00,35.32,596.05,1.0,596.05,Wallet,Cancelled,
1024,21,1,Suburb,Hotel,2024-07-04 17:42:00,2024-07-04 20:46:00,39.99,747.09,1.0,747.09,Wallet,Completed,4
1025,49,5,City Mall,Railway Station,2024-08-25 09:59:00,2024-08-25 11:51:00,21.05,387.14,1.73,669.75,Wallet,Completed,4
1026,38,4,Market,Market,2024-11-30 12:26:00,2024-11-30 13:43:00,19.35,311.37,1.0,311.37,Wallet,Completed,3
